text,score,sentimen
duduk orang beda colok  andai pilih presiden aqi pilih ganjar pranowo  dapat sobat ,-1,Negatif
 ya peng peng peng  pisah nasionalisme satu peng ,0,Netral
ab konvensi partai demokrat lolos timses jkw usung pdip nyagub usung gerindra pks nyapres usung pks nasdem pkb nyagub usung pks  usung pdip  dukung calon pdip  moga,2,Positif
mantap  partai ngamukan kolab anak abah apa kabar ah kak  hwaha haus kuasa minoritas gadai ideologi gabung mahluk mahluk balik lupa kader penjara anak abah wkwkwkwk,-3,Negatif
aceh full amin anies baswedan muhaimin deklarasi dukung partai politik lokal aceh amin lapang bumi gas tanah luas aceh utara aminajadulu aminkanindonesia aniesmuhaimin ulgkduxt,0,Netral
komisi pilih kpu tetap tentu nomor urut partai nasional partai politik lokal aceh serta milu  partai politik serta milu,0,Netral
calon presiden koalisi ubah kunjung aceh utara lhokseumawe  kunjung aceh anies hadir deklarasi dukung partai politik lokal aceh silaturahmi ulama masyarakat aceh ,1,Positif
hai temanpemilih tim i kirab milu titik aceh sosialisasi milu kabupaten bireuen aceh  tim kirab bawa bendera partai politik partai politik lokal aceh serta milu gelar giat sosialisasi milu,-3,Negatif
temanpemilih tim i kirab milu titik aceh sosialisasi milu kabupaten aceh timur aceh tanggal maret  tim kirab bawa bendera partai politik nasional partai politik lokal aceh,-7,Negatif
tim kirab bawa bendera partai politik nasional partai politik lokal aceh gelar giat aktivitas sosialisasi milu unjung wilayah kab aceh timur sosialisasi didik pilih ramai,-4,Negatif
temanpemilih anggota kpu idham holik buka rapat sampai informasi mekanisme buka rekening khusus dana kampanye milu partai politik lokal aceh rapat koordinasi siap tahap calon anggota dpra dprk aceh daring jumat ,2,Positif
deklarasi dukung partai politik lokal aceh amin lapang bumi gas tanah luas aceh utara mantap aminajadulu aminkanindonesia aniesmuhaimin,1,Positif
 pesan sekjen pks ahy kes singkat normatif makna bagus  pesan muat esensi sahabat tulus kakak adik junior ,1,Positif
seru abah aos mursyid thoriqoh qodiriyah wa naqsabandiyah pondok pesantren suryalaya pilih anies baswedan pilpres  btz,0,Netral
hai sohib  komisi pilih kpu tetap tentu nomor urut partai nasional partai politik lokal aceh serta milu  indonesiabaik yangmudasukadata milu milu partai pesertapemilu kominfonewsroom,2,Positif
tim kirab bawa bendera partai politik partai politik lokal aceh serta milu gelar giat sosialisasi milu kpu kota singkawang tanggal maret maret ,-4,Negatif
partai pelita resmi dukung anies muhaimin dukung partai non parlemen mana dukung partai ummat partai masyumi dukung koalisi amin moga mendpt kursi dprri mjd koalisi solid ,5,Positif
bnnp aceh hadir giat laksana kip aceh sosialisasi tata aju calon anggota dpra amp,-2,Negatif
partai politik nyata lolos tahap verifikasi administrasi  partai politik serta milu nasional partai politik lokal aceh  daftar serta nomor urut ,-2,Negatif
partai aceh partai politik lokal aceh  partai aceh kali ikut pilih milu legislatif partai menang aceh oleh suara ,-3,Negatif
tim kirab bawa bendera partai politik nasional partai politik lokal aceh gelar giat aktivitas sosialisasi milu unjung wilayah kab aceh timur sosialisasi didik pilih ramai fx,-4,Negatif
hadir jajar biro teknis selenggara milu setjen kpu wakil partai politik lokal aceh  kpumelayani pemiluserentak,0,Netral
kukuh deklarasi dewan pimpin daerah dpd aliansi nasional indonesia sejahtera anies kabupaten aceh barat daya sekretariat gampong geulumpang payong ,-2,Negatif
hai sobatjdih kip kabupaten aceh utara sosialisasi atur komisi pilih nomor dana kampanye partai politik partai politik lokal serta milu aula kip kab  aceh utara tanggal september ,1,Positif
kpu resmi umum partai politik serta milu  partai lokal aceh warna milu   baru,2,Positif
dewan wakil rakyat dpr aceh sepakat tolak naik harga bahan bakar minyak bbm tarif listrik ,0,Netral
laksana april milu periode ikut partai politik nasional partai politik lokal aceh ,-3,Negatif
hadir ketua anggota kip provinsi aceh panwaslih provinsi aceh pimpin partai politik lokal aceh partai politik nasional  kpumelayani pilkadaserentak,-3,Negatif
milu ikut juta pilih sebar provinsi libat partai politik nasional partai lokal aceh ,-2,Negatif
tim kirab bawa bendera partai politik partai politik lokal aceh serta milu gelar giat sosialisasi milu kip kabupaten bireuen tanggal maret maret ,-3,Negatif
organisasi hak asasi manusia ham internasional human rights watch hrw surati partai lokal aceh  warkat kuesioner pandang partai politik serta milu jelas program lindung ham ,4,Positif
sahabatbawaslu daftar lengkap nomor urut partai serta milu luar partai politik lokal aceh  awasistory bawaslukotacirebon bawaslucirebonkota bawaslukocir humasbawaslukotacirebon kotacirebon bawaslumengawasi,0,Netral
sahabatbawaslu partai politik serta milu  partai politik nasional partai politik lokal aceh  bawaslu bawaslublora bawaslumengawasi ayoawasibersama,-2,Negatif
muzakir manaf tokoh kenal kapasitas pimpin rekam jejak panggung politik aceh deklarasi milu damai libat partai politik lokal nasional calon dewan wakil daerah  sahabatmualem aceh mualem muzakirmanaf,-3,Negatif
temanpemilih kip aceh jaya laksana verifikasi faktual urus partai politik partai politik lokal calon serta milu ,1,Positif
temanpemilih kip aceh jaya gelar sosialisasi verifikasi faktual urus anggota partai politik partai politik lokal calon serta milu senin oktober tempat aula dinas sehat aceh jaya  kali,1,Positif
temanpemilih kip aceh jaya verifikasi faktual urus partai politik partai politik lokal calon serta milu tanggal oktober ,0,Netral
temanpemilih kip kab a singkil hasil verifikasi administrasi syarat calon anggota dprk partai politik amp,-2,Negatif
hendra darmawan ketua divisi sosialisasi didik pilih partisipasi hubung masyarakat kip aceh arah rancang jadwal lokasi partai politik partai politik lokal calon dpd aceh ,-2,Negatif
daerah istimewa aceh takluk predikat istimewa absolut gubernur aceh pilih pilkada ikut partai politik partai lokal  tinggal yogyakarta takluk hening,-3,Negatif
partai aceh target kuasa persen kursi dpr aceh milu  mantan bupati wali kota rekrut caleg partai politik lokal diri eks kombat gera aceh merdeka  nusantara adadikompas,-3,Negatif
temanpemilih kip aceh jaya terima kunjung kip aceh rangka monitoring amp,2,Positif
partai politik lokal nasional calon dewan wakil daerah deklarasi milu damai taman sultanah safiatuddin  jabat perintah aceh serta milu lepas merpati putih simbol damai  acehkini,-4,Negatif
tim kirab bawa bendera partai politik nasional partai politik lokal aceh gelar giat aktivitas sosialisasi milu kota lhokseumawe tanggal maret maret ,-5,Negatif
giat tim verifikator faktual kip aceh jaya kantor partai politik partai politik lokal tingkat kabupaten tingkat camat  verifikasi tuju cocok benar dokumen syarat objek lapang ,2,Positif
 partai politik nasional partai politik lokal aceh serta milu  tuang putus kpu nomor ,-1,Negatif
cermat dcs partai politik partai politik lokal wilayah kabupaten aceh aju silon bawa form model b daftar bakal calon ubah ,-2,Negatif
temanpemilih kip aceh jaya laksana bimbing teknis verifikasi faktual urus anggota partai politik partai politik lokal calon serta milu sabtu oktober tempat aula dinas sehat aceh jaya  ixa,0,Netral
acara hadir anggota kip aceh khairunnisak serta giat ikut partai politik partai politik lokal calon anggota dpd aceh milu ,-4,Negatif
rapat koordinasi khusus partai politik partai politik lokal serta milu wilayah kabupaten aceh ,0,Netral
muhammad sayuni ketua divisi teknis selenggara milu kip aceh terang materi kait sosialisasi pkpu no  serta milu  serta ikut wakil partai politik partai politik lokal calon dpd aceh ,1,Positif
halo temanpemilih kip kab  aceh singkil laksana sosialisasi tata aju calon anggota dprk aceh singkil guna silon partai politik partai politik lokal milu media center kantor kip kab aceh singkil rabu kpumelayani,-5,Negatif
sosialisasi atur kpu khusus partai politik partai politik lokal serta milu wilayah kabupaten aceh  muhammad sayuni divisi teknis selenggara milu kip aceh sosialisasi kait dana kampanye milu ,3,Positif
tm nurlif golkar aceh sambut hadir partai politik lokal parlok aceh  golkarindonesia airlanggahartarto partaigolkar,0,Netral
temanpemilih kip pidie jaya gelar rapat koordinasi partai politik partai lokal kait surat kip aceh nomor plo sd sampai surat terang baca al qur an partai politik kantor kip pidie jaya jum at  kippidiejaya,3,Positif
hai temanpemilih tanggal mei  wib aju calon anggota dprk aceh partai politik lokal aceh nasional aju dokumen status terima  muhi,-3,Negatif
temanpemilih aju baik calon anggota dprk aceh singkil partai politik partai politik lokal serta pilih serentak buka juni juli  wib  kpumelayani,-4,Negatif
pilkada aceh tarik keikutsertaan partai politik lokal  kuat partai lokal remeh  nusantara kompas,0,Netral
ketua kpk ingat kader partai politik lokal aceh korupsi tegakkanhukum kpk ri undangundang,-2,Negatif
baru putus kpu nomor ubah putus kpu nomor tetap partai politik serta milu anggota dpr dprd partai politik lokal aceh serta pilih anggota dpr aceh dpr kabupaten kota ,-3,Negatif
ketua kpk ingat kader partai politik lokal aceh korupsi  tegakkanhukum kpk ri undangundang,-2,Negatif
gabung partai politik partai politik lokal partai aceh pks pkb gerindra pdip p demokrat pna daftar muzakir manaf fadhlullah s e pasang calon gubernur,-2,Negatif
assalammualaikum wr wb temanpemilih kip kabupaten aceh tamiang laksana rapat koordinasi fasilitas buka rekening khusus dana kampanye partai politik partai politik lokal sosialisasi dapil alokasi kursi dprk aceh tamiang milu ,1,Positif
temanpemilih kip aceh hasil verifikasi administrasi syarat calon anggota dprk aceh partai politik partai politik lokal serta milu gedung media center kip aceh sabtu ,-1,Negatif
kabupaten kota wakil partai lokal parlemen  aceh milu indonesia politik politics partailokal pileg,-3,Negatif
jumat  kasih pidum kejar aceh barat daya fakhrul rozi sihotang s h  m h  hadir rapat koordinasi tentu jadwal titik lokasi kampanye rapat partai politik partai lokal milu tempat aula bappeda kabupaten abdya,-2,Negatif
daftar partai politik nasional lokal aceh serta milu,0,Netral
partai politik partai lokal aceh luncur kirab milu,-1,Negatif
kip kabupaten aceh utara malaksanakan giat sosialisasi aju calon anggota dprk aceh utara guna silon partai politik partai politik lokal sosialisasi alokasi kursi dprk aceh utara daerah pilih milu kipacehutara,-4,Negatif
temanpemilih kip kabupaten aceh utara laksana giat bimbing teknis sistem informasi kampanye dana kampanye sikadeka partai politik partai politik lokal milu aula kantor kip kabupaten aceh utara kamis  kipacehutara kipaceh,0,Netral
firli bahuri ingat kader partai lokal aceh jabat politik rawan korupsi acehkini,-4,Negatif
profil singkat partai politik lokal aceh lolos milu,-3,Negatif
deret partai politik lokal aceh lolos milu usul,-2,Negatif
 jalan jujur adil  kompleksitas milu serta juta pilih sebar provinsi libat partai politik nasional partai lokal aceh ,-1,Negatif
partai politik lokal aceh serta pilih anggota dpr aceh dpr kabupaten kota  sumber kpu ri rakyat awas milu bawaslu tegak adil milu salam awas ,-3,Negatif
sementara aceh partai politik lokal catat sah kantor wilayah kemenkumham aceh  kemenkumham aceh,-2,Negatif
alam warga aceh isi rawat damai ajar  bentuk partai politik lokal komisi benar rekonsiliasi dana otonomi khusus penuh hak korban  nusantara adadikompas,2,Positif
temanpemilih partai politik partai politik lokal aju calon anggota dprk aceh milu serentak  kipabes kpumelayani pemiluserentak,-3,Negatif
assalammualikum wr  wb temanpemilih kip kabupaten aceh tamiang laksana sosialisasi tata aju calon anggota dprk aceh tamiang guna silon partai politik partai politik lokal milu  kipkabacehtamiang,-3,Negatif
assalammualaikum wr wb temanpemilih kip kabupaten aceh tamiang laksana rakor partai politik partai politik lokal kait laksana uji baca al qur an calon anggota dprk aceh tamiang milu   kipkabacehtamiang,-1,Negatif
partai politik partai politik lokal wilayah kabupaten aceh  kipabes kpumelayani pemiluserentak,-2,Negatif
hai sahabatpanwaslu partai dasar putus kpu no  ubah putus kpu no  tetap nomor urut partai politik serta milu partai politik lokal aceh serta milu ,2,Positif
temanpemilih kip kabupaten aceh utara laksana rapat koordinasi uji baca al qur an calon ganti baik partai politik partai lokal milu aula kantor kip kabupaten aceh utara senin  kipacehutara,1,Positif
sapi liqo meikarta  partai upil prestasi kader minim gaduh kumpul orang  xri,-2,Negatif
khianat kerap bincang politik  nasdem partai lokal aceh alami  cak imin main peran jitu  pt mulus ,-2,Negatif
halo temanpemilih umum aju calon anggota dprk aceh singkil milu serentak partai politik partai politik lokal serta milu  kipaceh kpumelayani pemiluserentak,-1,Negatif
giat bimbing teknis hukum acara selisih hasil pilih partai politik lokal aceh kamis  mengawalkonstitusi salamkonstitusi mkri,-2,Negatif
temanpemilih umum laksana uji baca al qur an calon anggota dprk aceh singkil partai politik partai politik lokal peaerta milu  sila download link kipaceh kpumelayani pemiluserentak,-2,Negatif
tani parpol usung anies sapa dukung masyarakat aceh aniesmuhaimin rmol,1,Positif
power ahlus sunnah aceh  syaikh said faudah syaikh anas syarfawi ,0,Netral
realcount hasilpilpres aceh kabupaten kota aceh prabowo sandi raup suara ,-1,Negatif
 kab aceh pidie jaya luarbiasa ajay   pleno kip kab aceh pidie jaya     doakamiuntukprabowosandi,2,Positif
tim rawan calon presiden aceh gelar acara munajat syukur deklarasi menang prabowo sandi dayah bulqaini lueng bata kota banda aceh senin  koksitungkpumiripqc koksitungkpumiripqc,-1,Negatif
lawan lupa mei megawati laku darurat militer aceh  perintah indonesia ultimatum lawan terima otonomi khusus aceh minggu ,1,Positif
lapor aceh netizen langgar milu desa mesjid kec bandar pidie jaya  plastik kartu suara masuk  lokasi meunasah mesjid tps amp,0,Netral
perintah istana habis aceh  tanggal mei perintah megawati lancar operasi militer aceh kirim  serdadu  polisi aceh  total korban warga sipil aceh jiwa ,0,Netral
jadi aceh  pikir pakai seragam  tangkap aman wilayah hukum milik ya  dasar satgas partai politik duduk kalah resmi hansip ,1,Positif
front saudara islam fpi lhokseumawe aceh utara baik jalan rusak berlobang tahun bahaya  jalan rusak tepat jembatan mubong desa blangweu panjo ,-1,Negatif
  partai bhayangkara gerak perintah pinokio solo ruang ruang gelap kuasa,-1,Negatif
mmd gilir hk cari gara rakyat aceh  fitnah rakyat aceh sebut terima juta rupiah kakak pilih pilpres kemarin  sungguh ,-2,Negatif
partai ngelepeh anies kader amp,0,Netral
partai lokal aceh bentuk sesuai amanat janji helsinki  diri mantan kombat gam  partai lokal aceh an lolos milu cu,-1,Negatif
anjir anak abah ahokers satu pramono kerja keras kerja tuntas  gacuma konteks camat camat calon pdip tidak pernah menang pilkada pilpres jokowi kali pilpres n pilgub ahok,2,Positif
calon gubernur dkj rela anies calon gubernur aceh kalah dominasi partai lokal ex kombat gam korup,-2,Negatif
salah aceh suka campur urus daerah alas saudara islam alas manfaat bangsa kalah hancur aceh penting ,1,Positif
aceh juara  mahasiswa duduk dprd   massa aksi duduk gedung dpra aceh tolak naik harga bbm  sept,2,Positif
junjung ahoker keok kalah pilkada gara putar ngebully anies ahy putar dukung ahy pindah anies  indikator ngebully ahy orang  indak ahox kalah gara politik identitas ,-6,Negatif
koalisi pna gagas pilkada panglima gam mualem bentuk kabupaten kota aceh  koalisi partai lokal asal kombat gam siap bantu selesai aceh ,2,Positif
perang heroik teuku hasan pesisir ulee lheue nama harum teuku umar panglima polem cut nyak meutia cut nyak dhien  juang pesisir aceh tepat banda aceh repot belanda ,0,Netral
kali anies pks hadap  anies elektabilitas pks status partai menang dkj ,0,Netral
partai lokal wadah mantan kombat perang ide gagas senjata  partai lokal besar aceh kalah pilkada  masyarakat aceh bijak pilih ,-4,Negatif
