,cleaned,score,sentimen
6112,tm nurlif menyebutkan golkar aceh selalu menyambut baik dengan kehadiran partai politik lokal parlok yang ada di aceh .,0,neutral
6113,kip pidie jaya menggelar rapat koordinasi dengan partai politik partai lokal terkait surat kip aceh nomor plo sd dan penyampaian surat keterangan mampu baca al qur an kepada partai politik di kantor kip pidie jaya jum at .,3,positive
6114,hai kamu perlu tahu sampai hari ke tanggal mei pukul . wib pengajuan bakal calon anggota dprk aceh tengah partai politik lokal aceh maupun nasional telah mengajukan dokumen dengan status diterima . saja untuk muhi,-3,negative
6115,pengajuan perbaikan bakal calon anggota dprk aceh singkil oleh partai politik dan partai politik lokal peserta pemilihan umum serentak tahun sudah di buka sejak juni dan akan berakhir hari lagi yaitu tepat juli pukul . wib .,-4,negative
6116,pilkada aceh menjadi menarik karena keikutsertaan partai politik lokal . kekuatan partai lokal tidak bisa diremehkan .,1,positive
6117,ketua kpk ingatkan kader partai politik lokal di aceh tidak korupsi,-2,negative
6118,terbaru keputusan kpu nomor tentang perubahan atas keputusan kpu nomor tahun tentang penetapan partai politik peserta pemilu anggota dpr dprd dan partai politik lokal aceh peserta pemilihan umum anggota dpr aceh dan dpr kabupaten kota tahun . dan,-3,negative
6119,ketua kpk ingatkan kader partai politik lokal di aceh untuk tidak korupsi !,-2,negative
6120,gabungan partai politik dan partai politik lokal partai aceh pks pkb gerindra pdip p demokrat pna mendaftarkan muzakir manaf dan fadhlullah s.e sebagai bakal pasangan calon gubernur,-2,negative
6121,assalammualaikum wr.wb kip kabupaten aceh tamiang laksanakan rapat koordinasi fasilitasi pembukaan rekening khusus dana kampanye partai politik dan partai politik lokal serta sosialisasi dapil dan alokasi kursi dprk aceh tamiang pemilu tahun .,1,positive
6122,kip aceh besar menyampaikan hasil verifikasi administrasi persyaratan bakal calon anggota dprk aceh besar kepada partai politik dan partai politik lokal peserta pemilu tahun yang berlangsung di gedung media center kip aceh besar sabtu .,-1,negative
6123,ada dua kabupaten kota yang tidak ada perwakilan partai lokal dalam parlemennya .,-2,negative
6124,jumat . kasih pidum pada kejari aceh barat daya fakhrul rozi sihotang s.h . m.h . menghadiri rapat koordinasi penentuan jadwal dan titik lokasi kampanye rapat umum partai politik dan partai lokal dalam pemilu tahun bertempat di aula bappeda kabupaten abdya,-2,negative
6125,daftar partai politik nasional dan lokal aceh peserta pemilu,0,neutral
6126,partai politik dan partai lokal aceh ikut peluncuran kirab pemilu,-1,negative
6127,kip kabupaten aceh utara malaksanakan kegiatan sosialisasi pengajuan bakal calon anggota dprk aceh utara dan penggunaan silon bagi partai politik dan partai politik lokal serta sosialisasi alokasi kursi dprk aceh utara dan daerah pemilihan untuk pemilu tahun,-4,negative
6128,kip kabupaten aceh utara melaksanakan kegiatan bimbingan teknis sistem informasi kampanye dan dana kampanye sikadeka bagi partai politik dan partai politik lokal pemilu tahun di aula kantor kip kabupaten aceh utara kamis .,0,neutral
6129,firli bahuri ingatkan kader partai lokal di aceh jabatan politik rawan korupsi,-4,negative
6130,inilah profil singkat partai politik lokal aceh yang lolos pemilu,-3,negative
6131,deretan partai politik lokal aceh yang lolos pemilu dan asal usulnya,-2,negative
6132,. berjalan jujur dan adil . kompleksitas pemilu di antaranya terlihat dari jumlah peserta yang terdiri atas lebih dari juta pemilih yang tersebar di provinsi serta melibatkan partai politik nasional dan partai lokal aceh .,-1,negative
6133,partai politik lokal aceh peserta pemilihan umum anggota dpr aceh dan dpr kabupaten kota tahun . sumber kpu ri bersama rakyat awasi pemilu bersama bawaslu tegakkan keadilan pemilu salam awas !,-3,negative
6134,.sementara di aceh sendiri sebanyak partai politik lokal sudah tercatat secara sah di kantor wilayah kemenkumham aceh . kemenkumham aceh,-2,negative
6135,pengalaman warga aceh mengisi dan merawat perdamaian dapat menjadi pembelajaran penting bagi mereka . pembentukan partai politik lokal komisi kebenaran rekonsiliasi dana otonomi khusus dan pemenuhan hak korban .,2,positive
6136,inilah partai politik dan partai politik lokal yang telah mengajukan bakal calon anggota dprk aceh besar pemilu serentak tahun .,-3,negative
6137,assalammualikum wr . wb kip kabupaten aceh tamiang laksanakan sosialisasi tata cara pengajuan bakal calon anggota dprk aceh tamiang dan penggunaan silon bagi partai politik dan partai politik lokal pada pemilu tahun .,-3,negative
6138,assalammualaikum wr.wb kip kabupaten aceh tamiang laksanakan rakor dengan partai politik dan partai politik lokal terkait pelaksanaan uji mampu baca al qur an bagi bakal calon anggota dprk aceh tamiang pada pemilu tahun . .,-1,negative
6139,serta partai politik dan partai politik lokal dalam wilayah kabupaten aceh besar .,-2,negative
6140,hai ada partai berdasarkan keputusan kpu no . tentang perubahan atas keputusan kpu no . tentang penetapan nomor urut partai politik peserta pemilu dan partai politik lokal aceh peserta pemilu tahun .,2,positive
6141,kip kabupaten aceh utara melaksanakan rapat koordinasi uji mampu baca al qur an bakal calon pengganti pada masa perbaikan bagi partai politik dan partai lokal pemilu tahun di aula kantor kip kabupaten aceh utara senin .,1,positive
6142,dari sapi sampai liqo sekarang meikarta . partai seupil prestasi kadernya minim gaduhnya macam kumpulannya orang benar saja . xri,-2,negative
6143,kata pengkhianat kerap diperbincangkan dalam politik . sebelum nasdem ada partai lokal di aceh yang mengalami hal yang sama ? cak imin sedang memainkan peran jitu . pt bakal mulus ?,-2,negative
6144,halo pengumuman tentang pengajuan bakal calon anggota dprk aceh singkil untuk pemilu serentak tahun melalui partai politik partai politik lokal peserta pemilu tahun .,-1,negative
6145,kegiatan bimbingan teknis hukum acara perselisihan hasil pemilihan umum tahun bagi partai politik lokal aceh pada kamis .,-2,negative
6146,pengumuman pelaksanaan uji mampu baca al qur an bagi bakal calon anggota dprk aceh singkil dari partai politik dan partai politik lokal peaerta pemilu tahun . silakan download melalui link,-2,negative
6147,ditemani parpol pengusung anies sapa pendukung dan masyarakat aceh,1,positive
6148,power memang ahlus sunnah aceh . setelah syaikh said faudah sekarang syaikh anas syarfawi .,0,neutral
6149,hampir di semua kabupaten kota di aceh prabowo sandi meraup suara terbanyak .,-1,negative
6150,. kab aceh pidie jaya luarbiasa ajay ! ! pleno kip kab aceh pidie jaya . . . .,2,positive
6151,tim relawan calon presiden di aceh menggelar acara munajat syukuran dan deklarasi atas kemenangan prabowo sandi di dayah itu bulqaini lueng bata kota banda aceh senin .,-1,negative
6152,melawan lupa mei megawati berlakukan darurat militer di aceh . pemerintah indonesia memberikan ultimatum untuk mengakhiri perlawanan dan menerima otonomi khusus bagi aceh dalam waktu minggu .,1,positive
6153,laporan aceh netizen pelanggaran pemilu desa mesjid kec bandar baru pidie jaya . sekitar plastik kartu suara yang di masukkan . lokasi meunasah mesjid tps amp,0,neutral
6154,perintah dari istana untuk habisi aceh . pada tanggal mei pemerintahan megawati melancarkan operasi militer di aceh dengan mengirimkan lebih dari . serdadu dan . polisi ke aceh . total korban warga sipil aceh sebanyak jiwa .,0,neutral
6155,ini kejadian di aceh . mereka pikir kalau sudah pakai seragam sama artinya boleh . boleh tangkap boleh amankan boleh merasa bahwa itu wilayah hukum milik nya . padahal pada dasarnya mereka cuma satgas partai politik yang kedudukannya bahkan kalah resmi dari hansip .,1,positive
6156,front persaudaraan islam fpi lhokseumawe aceh utara melakukan perbaikan jalan yang sudah rusak dan berlobang selama bertahun tahun yang sangat membahayakan . jalan rusak tersebut tepatnya berada di jembatan mubong desa blangweu panjo .,-1,negative
6157,. . kalau partai bhayangkara sudah bergerak atas perintah pinokio solo dari ruang ruang gelap kekuasaan maka,-1,negative
6158,setelah mmd kini giliran hk yang cari gara sama rakyat aceh . memfitnah rakyat aceh dengan menyebut menerima juta rupiah per kakak dalam pemilihan pilpres kemarin . sungguh terlalu kalian !,-2,negative
6159,partainya ngelepeh anies kader amp,0,neutral
6160,partai lokal aceh dibentuk sesuai amanat dari perjanjian helsinki . pendirinya rata rata mantan kombatan gam . sebenarnya banyak partai lokal di aceh di bahkan ada an tapi yang lolos bisa ikut pemilu sejak tahun itu sampai sekarang cu,-1,negative
6161,anjir kalo memang anak abah sama ahokers bersatu untuk pramono misalkan itu juga kerja keras kerja tuntas . gacuma konteks kecamatan saja dalam hal ini kecamatan yang dari dulu calonnya pdip enggak pernah menang baik pilkada maupun pilpres jokowi di kali pilpres n pilgub sama ahok,2,positive
6162,karena enggak ada yang calonkan gubernur dkj aku rela anies calonkan diri jadi gubernur aceh untuk mengalahkan dominasi partai lokal ex kombatan gam yang korup,-2,negative
6163,kesalahan aceh adalah suka mencampuri urusan daerah lain dengan alasan persaudaraan sesama islam dan alasan ini pula yang membuat mereka dimanfaatkan oleh bangsa yang kalah untuk menghancurkan aceh dari dalam demi kepentingan .,1,positive
6164,aceh juara ! mahasiswa duduki dprd ! ! massa aksi menduduki gedung dpra aceh tolak kenaikan harga bbm .. sept,2,positive
6165,junjungan ahoker keok kalah pilkada gara putaran pertama ngebully anies dan ahy putaran kedua pendukung ahy pindah ke anies .. indikator sampai saat ini yang ngebully ahy orang itu juga . indak adalah itu ahox kalah gara politik identitas .,-6,negative
6166,koalisi apa pna digagas di pilkada panglima gam mualem kita bentuk hingga kabupaten kota se aceh . koalisi kedua partai lokal berasal dari kombatan gam tersebut akan dipersiapkan bersama sama membantu menyelesaikan persoalan aceh .,2,positive
6167,perang heroik teuku hasan di pesisir ulee lheue namanya tidak seharum teuku umar panglima polem cut nyak meutia atau cut nyak dhien . namun perjuangannya di pesisir aceh tepatnya di banda aceh cukup merepotkan belanda .,0,neutral
6168,baru kali ini anies dan pks saling berhadapan . anies dengan elektabilitas tinggi pks dengan status sebagai partai pemenang di dkj .,0,neutral
6169,setidaknya partai lokal memberikan wadah bagi mantan kombatan untuk berperang ide dan gagasan bukan lagi dengan senjata . partai lokal terbesar di aceh pun pernah kalah dalam pilkada . masyarakat aceh cukup bijak untuk memilih .,-4,negative
6170,protes hasil rekapitulasi suara di aceh tamiang belum di hitung sudah muncul angka angka bukan sedikit sedikit bahkan sampai an .,1,positive
6171,kali ini gagalnya lebih berasa . yakin deh olok nya bakal lama dan sakit . suara partai yang ketumnya anak lurah dan dikumpulin se indonesia kalah sama satu orang komeng yang cuma dari satu provinsi doang . jangan kalo komeng bikin partai malah bisa masuk senayan,-5,negative
6172,bahkan rumah rumah yang dianggap pendukung gerilyawan diberi tanda khusus sehingga menimbulkan stigma sosial dan menghancurkan kehidupan seluruh keluarganya . ini koleksi foto media yang kami dirikan saat perang di aceh untuk mengimbangi media media jakarta .,2,positive
6173,kemenangan partai eks kombatan di aceh menunjukkan nasionalisme kedaerahan masih kental .,-1,negative
6174,.kombatan gam bapak irwandi yusuf . jadi partai lokal di aceh bukan cuma didirikan mantan kombatan doang . ada juga kalangan ulama lokal seperti partai darul aceh,-1,negative
6175,berpotensi terjadi kembali .,1,positive
6176,menyambut tahun damai aceh partai aceh sebuah partai lokal besutan eks kombatan gam mengeluarkan pandangannya terkait kondisi aceh dan jalannya pembangunan pasca konflik,1,positive
6177,aceh hancur saat ini karena partai lokal apa berkuasa dan bergabung dengan tapi rakyat aceh tetap pada pendirian nya . apa itu partai kombatan gam yang haus kekuasaan dan harta .,1,positive
6178,partai lokal besutan mantan kombatan gam itu berhasil tiga kali berturut turut menjadi pemenang pemilu di aceh .,0,neutral
6179,waduh lagi lagi masyarakat aceh di kuala simpang kepung mas di pom bensin . tau saja masyarakat ini baliho posko relawan di bawa lagi di lihatkan . meminta mas anies turun dan silahturahmi ke posko .,-1,negative
6180,benang merah perlawanan waktu itu adalah menagih janji . rakyat aceh menagih janji . kahar muzakkar menagih janji . prri menagih janji . dst jadi kesimpulannya hati lah jika berjanji .,-3,negative
6181,dan ketika negeri asahan ingin mereka rebut dari tangan putra mahkota asahan anak dari pada sultan iskandar muda disitu juga terjadi perang . akhirnya asahan dapat direbut kembali oleh kesultanan aceh darussalam .,-5,negative
6182,prabowo sandi mendapatkan . suara di banda aceh sedangkan jokowi sama ruf . suara .,0,neutral
6183,eks kombatan terbelah dan mendirikan partai lokal ada beberapa salah satunya partai aceh mendukung prabowo amp,-3,negative
6184,sebut partai lokal wadah aspirasi eks kombatan gam dari nurlis informasi panglima tni tidak akurat lewat aceh,0,neutral
6185,dari awal sudah bermasalah namun selama ini terkesan pemerintah pusat tutup mata .,-1,negative
6186,acehkini rt partai lokal besutan mantan kombatan gam itu berhasil tiga kali berturut turut menjadi pemenang pemilu di aceh .,0,neutral
6187,banda aceh pemilihan umum kepala daerah akan digelar serentak pada november mendatang . aparatur sipil negara di jajaran pemerintah aceh diimbau untuk menyalurkan hak pilihnya namun tetap menjaga netralitas .,0,neutral
6188,demi mengalahkan jagoannya jokowi di jakarta anak abah kesampingkan ideologi dengan berangkulan bersama pendukung pdip . pendukung tradisional pdip kesampingkan apa yang diperbuat anies selama proses pilgub dan rela bermesraan dengan anak abah . hari rabu mau tidur,0,neutral
6189,memang musuh dari musuhku adalah temanku . masalahnya yang mau di jadikan teman itu musuh terbesar dan musuh utamanya kan kocak anak abah itu . mas anies kejam banget kasihan anak abah di ejek di wa dan grub wa cie yang baru jadi petugas partai kena mental deh mereka,-8,negative
6190,debat cagub ricuh katahati institut sorot kinerja kip dan panwaslih aceh,2,positive
6191,tersangka cn mengaku kepada penyidik bahwa uang pajak daerah yang sebelumnya disetorkan kepada tersangka tidak disetorkan ke kas daerah melainkan uang tersebut digunakan untuk kepentingan pribadi,-1,negative
6192,sejarah konflik mereka enggak main main . dari isu sara pidato kontroversial sampai tragedi hukum yang menjerat ahok . ahoker membawa bendera liberalisme anak abah cenderung konservatif . dua kubu ini beda arah banget bro . jadi bisa enggak sih mereka benar benar solid ?,-5,negative
